full_name,pr_number,issue_number,issue_to_pr_days,pr_to_merge_days,merge_to_release_days
ploigos/ploigos-step-runner,179,,,0.21483796296296295,0.05412037037037037
ploigos/ploigos-step-runner,182,,,2.8045949074074072,28.936724537037037
ploigos/ploigos-step-runner,183,,,2.780787037037037,28.939247685185187
ploigos/ploigos-step-runner,184,,,0.26850694444444445,28.671354166666667
ploigos/ploigos-step-runner,186,181.0,4.039467592592593,0.07149305555555556,28.669849537037038
ploigos/ploigos-step-runner,190,187.0,0.7423032407407407,7.6631481481481485,19.71236111111111
ploigos/ploigos-step-runner,192,,,0.006655092592592593,26.686180555555556
ploigos/ploigos-step-runner,193,,,15.1825,6.688391203703704
ploigos/ploigos-step-runner,196,,,0.0033333333333333335,13.715023148148148
ploigos/ploigos-step-runner,197,,,0.5187152777777778,12.900856481481481
ploigos/ploigos-step-runner,199,,,0.04472222222222222,12.709328703703704
ploigos/ploigos-step-runner,200,,,0.044409722222222225,12.70570601851852
ploigos/ploigos-step-runner,201,,,4.82962962962963,5.940729166666666
ploigos/ploigos-step-runner,202,,,0.0009375,10.761793981481482
ploigos/ploigos-step-runner,203,,,0.8908333333333334,6.865625
ploigos/ploigos-step-runner,204,,,0.7493171296296296,6.992962962962963
ploigos/ploigos-step-runner,205,,,0.18875,6.770613425925926
ploigos/ploigos-step-runner,206,,,0.00619212962962963,4.812939814814815
ploigos/ploigos-step-runner,207,,,0.037210648148148145,4.676585648148148
ploigos/ploigos-step-runner,209,,,5.794282407407407,0.08487268518518519
ploigos/ploigos-step-runner,210,,,0.8010185185185185,0.012152777777777778
ploigos/ploigos-step-runner,211,,,0.7507291666666667,0.0060879629629629626
ploigos/ploigos-step-runner,212,,,2.8437615740740743,1.1999421296296295
ploigos/ploigos-step-runner,213,,,1.0721180555555556,0.08971064814814815
ploigos/ploigos-step-runner,216,,,5.7790740740740745,55.33849537037037
